branch_id,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
7,MJ250001,C300001,Female,29,Books,9,45000.00,Debit Card,2025-01-01,,405000.00
7,MJ250002,C300002,Male,22,Technology,7,5000000.00,Debit Card,2025-01-06,,35000000.00
7,MJ250003,C300003,Male,67,Food & Beverage,2,20000.00,Debit Card,2025-01-11,,40000.00
7,MJ250004,C300004,Male,57,Books,2,850000.00,Cash,2025-01-16,,1700000.00
7,MJ250005,C300005,Male,67,Food & Beverage,9,45000.00,Credit Card,2025-01-21,,405000.00
7,MJ250006,C300006,Female,40,Books,4,850000.00,Cash,2025-01-26,,3400000.00
7,MJ250007,C300007,Male,31,Clothing,2,2800000.00,Credit Card,2025-01-03,,5600000.00
7,MJ250008,C300008,Male,68,Cosmetics,10,20000.00,Cash,2025-01-08,,200000.00
7,MJ250009,C300009,Female,66,Shoes,6,45000.00,Debit Card,2025-01-13,,270000.00
7,MJ250010,C300010,Female,51,Toys,10,70000.00,Cash,2025-01-18,,700000.00
7,MJ250011,C300011,Male,66,Technology,8,850000.00,Cash,2025-01-23,,6800000.00
7,MJ250012,C300012,Female,57,Food & Beverage,10,20000.00,Debit Card,2025-01-28,,200000.00
7,MJ250013,C300013,Female,28,Shoes,4,2800000.00,Debit Card,2025-01-05,,11200000.00
7,MJ250014,C300014,Male,53,Cosmetics,5,450000.00,Cash,2025-01-10,,2250000.00
7,MJ250015,C300015,Female,54,Cosmetics,5,2800000.00,Credit Card,2025-01-15,,14000000.00
7,MJ250016,C300016,Male,50,Technology,6,5000000.00,Debit Card,2025-01-20,,30000000.00
7,MJ250017,C300017,Female,55,Books,9,125000.00,Cash,2025-01-25,,1125000.00
7,MJ250018,C300018,Male,31,Food & Beverage,10,850000.00,Credit Card,2025-01-02,,8500000.00
7,MJ250019,C300019,Female,54,Cosmetics,4,70000.00,Debit Card,2025-01-07,,280000.00
7,MJ250020,C300020,Male,55,Technology,9,20000.00,Credit Card,2025-01-12,,180000.00
7,MJ250021,C300021,Male,64,Souvenir,3,70000.00,Debit Card,2025-01-17,,210000.00
7,MJ250022,C300022,Female,27,Technology,3,450000.00,Credit Card,2025-01-22,,1350000.00
7,MJ250023,C300023,Male,22,Cosmetics,10,1500000.00,Credit Card,2025-01-27,,15000000.00
7,MJ250024,C300024,Male,18,Souvenir,7,450000.00,Cash,2025-01-04,,3150000.00
7,MJ250025,C300025,Female,51,Toys,9,450000.00,Debit Card,2025-01-09,,4050000.00
7,MJ250026,C300026,Male,37,Toys,5,45000.00,Cash,2025-01-14,,225000.00
7,MJ250027,C300027,Female,39,Souvenir,7,5000000.00,Credit Card,2025-01-19,,35000000.00
7,MJ250028,C300028,Male,34,Clothing,4,5000000.00,Debit Card,2025-01-24,,20000000.00
7,MJ250029,C300029,Female,59,Cosmetics,4,70000.00,Cash,2025-01-01,,280000.00
7,MJ250030,C300030,Male,29,Shoes,9,45000.00,Debit Card,2025-01-06,,405000.00
7,MJ250031,C300031,Male,55,Clothing,10,20000.00,Cash,2025-01-11,,200000.00
7,MJ250032,C300032,Female,66,Shoes,10,5000000.00,Credit Card,2025-01-16,,50000000.00
7,MJ250033,C300033,Female,30,Books,5,5000000.00,Cash,2025-01-21,,25000000.00
7,MJ250034,C300034,Female,63,Shoes,7,2800000.00,Cash,2025-01-26,,19600000.00
7,MJ250035,C300035,Male,35,Toys,5,450000.00,Cash,2025-01-03,,2250000.00
7,MJ250036,C300036,Male,66,Toys,1,450000.00,Cash,2025-01-08,,450000.00
7,MJ250037,C300037,Female,43,Souvenir,3,45000.00,Debit Card,2025-01-13,,135000.00
7,MJ250038,C300038,Female,23,Clothing,1,45000.00,Cash,2025-01-18,,45000.00
7,MJ250039,C300039,Female,23,Shoes,7,1500000.00,Credit Card,2025-01-23,,10500000.00
7,MJ250040,C300040,Male,70,Cosmetics,6,450000.00,Cash,2025-01-28,,2700000.00
7,MJ250041,C300041,Male,40,Shoes,8,220000.00,Debit Card,2025-01-05,,1760000.00
7,MJ250042,C300042,Male,64,Souvenir,2,1500000.00,Debit Card,2025-01-10,,3000000.00
7,MJ250043,C300043,Male,60,Books,5,20000.00,Cash,2025-01-15,,100000.00
7,MJ250044,C300044,Female,20,Cosmetics,5,220000.00,Cash,2025-01-20,,1100000.00
7,MJ250045,C300045,Female,56,Souvenir,6,2800000.00,Cash,2025-01-25,,16800000.00
7,MJ250046,C300046,Male,57,Food & Beverage,3,70000.00,Debit Card,2025-01-02,,210000.00
7,MJ250047,C300047,Female,48,Cosmetics,1,1500000.00,Credit Card,2025-01-07,,1500000.00
7,MJ250048,C300048,Male,44,Shoes,4,5000000.00,Credit Card,2025-01-12,,20000000.00
7,MJ250049,C300049,Female,33,Books,2,220000.00,Debit Card,2025-01-17,,440000.00
7,MJ250050,C300050,Male,42,Food & Beverage,9,2800000.00,Credit Card,2025-01-22,,25200000.00
7,MJ250051,C300051,Male,38,Toys,1,2800000.00,Debit Card,2025-02-01,,2800000.00
7,MJ250052,C300052,Male,37,Cosmetics,7,20000.00,Credit Card,2025-02-06,,140000.00
