branch_id,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
7,MJ260001,C200001,Male,32,Technology,2,280000.00,Cash,2026-01-01,,560000.00
7,MJ260002,C200002,Female,33,Books,8,4200000.00,Cash,2026-01-04,,33600000.00
7,MJ260003,C200003,Female,70,Clothing,2,32000.00,Debit Card,2026-01-07,,64000.00
7,MJ260004,C200004,Female,31,Technology,1,980000.00,Debit Card,2026-01-10,,980000.00
7,MJ260005,C200005,Female,65,Clothing,6,280000.00,Cash,2026-01-13,,1680000.00
7,MJ260006,C200006,Female,36,Toys,6,32000.00,Credit Card,2026-01-16,,192000.00
7,MJ260007,C200007,Female,41,Toys,5,18000.00,Debit Card,2026-01-19,,90000.00
7,MJ260008,C200008,Female,25,Technology,2,650000.00,Cash,2026-01-22,,1300000.00
7,MJ260009,C200009,Female,44,Toys,8,650000.00,Cash,2026-01-25,,5200000.00
7,MJ260010,C200010,Male,67,Cosmetics,1,4200000.00,Credit Card,2026-01-28,,4200000.00
7,MJ260011,C200011,Female,48,Cosmetics,2,4200000.00,Debit Card,2026-01-03,,8400000.00
7,MJ260012,C200012,Female,61,Toys,4,32000.00,Cash,2026-01-06,,128000.00
7,MJ260013,C200013,Female,60,Shoes,5,1750000.00,Cash,2026-01-09,,8750000.00
7,MJ260014,C200014,Female,30,Shoes,8,650000.00,Debit Card,2026-01-12,,5200000.00
7,MJ260015,C200015,Male,59,Toys,1,18000.00,Cash,2026-01-15,,18000.00
7,MJ260016,C200016,Male,34,Toys,8,280000.00,Debit Card,2026-01-18,,2240000.00
7,MJ260017,C200017,Male,36,Souvenir,8,650000.00,Debit Card,2026-01-21,,5200000.00
7,MJ260018,C200018,Female,46,Cosmetics,2,980000.00,Debit Card,2026-01-24,,1960000.00
7,MJ260019,C200019,Female,49,Souvenir,8,32000.00,Credit Card,2026-01-27,,256000.00
7,MJ260020,C200020,Male,46,Books,4,650000.00,Credit Card,2026-01-02,,2600000.00
7,MJ260021,C200021,Male,57,Food & Beverage,1,980000.00,Credit Card,2026-01-05,,980000.00
7,MJ260022,C200022,Male,66,Shoes,2,4200000.00,Cash,2026-01-08,,8400000.00
7,MJ260023,C200023,Male,38,Toys,6,68000.00,Cash,2026-01-11,,408000.00
7,MJ260024,C200024,Male,48,Cosmetics,3,1750000.00,Cash,2026-01-14,,5250000.00
7,MJ260025,C200025,Female,60,Cosmetics,5,32000.00,Credit Card,2026-01-17,,160000.00
7,MJ260026,C200026,Female,42,Cosmetics,5,1750000.00,Cash,2026-01-20,,8750000.00
7,MJ260027,C200027,Male,24,Technology,4,650000.00,Credit Card,2026-01-23,,2600000.00
7,MJ260028,C200028,Female,67,Books,1,280000.00,Credit Card,2026-01-26,,280000.00
7,MJ260029,C200029,Female,46,Souvenir,8,280000.00,Credit Card,2026-01-01,,2240000.00
7,MJ260030,C200030,Male,27,Food & Beverage,8,980000.00,Debit Card,2026-01-04,,7840000.00
7,MJ260031,C200031,Male,61,Clothing,6,980000.00,Cash,2026-01-07,,5880000.00
7,MJ260032,C200032,Male,59,Cosmetics,7,18000.00,Credit Card,2026-01-10,,126000.00
7,MJ260033,C200033,Male,48,Books,1,980000.00,Credit Card,2026-01-13,,980000.00
7,MJ260034,C200034,Male,28,Cosmetics,4,1750000.00,Debit Card,2026-01-16,,7000000.00
7,MJ260035,C200035,Female,23,Technology,5,650000.00,Debit Card,2026-01-19,,3250000.00
7,MJ260036,C200036,Male,34,Toys,3,280000.00,Debit Card,2026-01-22,,840000.00
7,MJ260037,C200037,Female,29,Souvenir,7,175000.00,Cash,2026-01-25,,1225000.00
7,MJ260038,C200038,Male,51,Shoes,8,980000.00,Credit Card,2026-01-28,,7840000.00
7,MJ260039,C200039,Male,23,Toys,4,95000.00,Cash,2026-01-03,,380000.00
7,MJ260040,C200040,Male,19,Souvenir,6,650000.00,Credit Card,2026-01-06,,3900000.00
7,MJ260041,C200041,Male,25,Shoes,6,1750000.00,Cash,2026-01-09,,10500000.00
7,MJ260042,C200042,Female,54,Shoes,4,4200000.00,Cash,2026-01-12,,16800000.00
7,MJ260043,C200043,Female,24,Technology,3,32000.00,Credit Card,2026-01-15,,96000.00
7,MJ260044,C200044,Female,64,Cosmetics,2,18000.00,Cash,2026-01-18,,36000.00
7,MJ260045,C200045,Female,35,Clothing,2,1750000.00,Debit Card,2026-01-21,,3500000.00
7,MJ260046,C200046,Female,34,Clothing,6,68000.00,Credit Card,2026-01-24,,408000.00
7,MJ260047,C200047,Female,18,Books,7,175000.00,Credit Card,2026-01-27,,1225000.00
7,MJ260048,C200048,Female,25,Clothing,4,18000.00,Cash,2026-01-02,,72000.00
7,MJ260049,C200049,Female,56,Books,6,280000.00,Debit Card,2026-01-05,,1680000.00
7,MJ260050,C200050,Male,56,Toys,6,4200000.00,Debit Card,2026-01-08,,25200000.00
7,MJ260051,C200051,Female,42,Shoes,2,280000.00,Debit Card,2026-02-01,,560000.00
7,MJ260052,C200052,Male,36,Souvenir,1,650000.00,Debit Card,2026-02-04,,650000.00
7,MJ260053,C200053,Female,38,Books,2,175000.00,Cash,2026-02-07,,350000.00
7,MJ260054,C200054,Male,64,Clothing,6,95000.00,Credit Card,2026-02-10,,570000.00
7,MJ260055,C200055,Male,26,Souvenir,2,32000.00,Cash,2026-02-13,,64000.00
7,MJ260056,C200056,Female,55,Cosmetics,5,18000.00,Debit Card,2026-02-16,,90000.00
7,MJ260057,C200057,Female,33,Technology,7,650000.00,Cash,2026-02-19,,4550000.00
7,MJ260058,C200058,Male,52,Books,4,68000.00,Cash,2026-02-22,,272000.00
7,MJ260059,C200059,Male,32,Books,7,175000.00,Credit Card,2026-02-25,,1225000.00
7,MJ260060,C200060,Female,44,Shoes,5,1750000.00,Debit Card,2026-02-28,,8750000.00
7,MJ260061,C200061,Male,29,Books,3,4200000.00,Cash,2026-02-03,,12600000.00
7,MJ260062,C200062,Female,21,Books,5,280000.00,Cash,2026-02-06,,1400000.00
7,MJ260063,C200063,Male,32,Cosmetics,4,980000.00,Cash,2026-02-09,,3920000.00
7,MJ260064,C200064,Male,53,Shoes,7,280000.00,Debit Card,2026-02-12,,1960000.00
7,MJ260065,C200065,Female,47,Toys,4,280000.00,Cash,2026-02-15,,1120000.00
